Name,GSM984510,GSM984511,GSM984512,GSM984513,GSM984514,GSM984515,GSM984516,GSM984517
TNFRSF9,0.262,1.154,0.805,0.18,2.704,2.117,2.738,2.19
IL24,0.271,-0.441,-0.484,0.0,0.29,-0.52,-0.783,0.0
NBL1,-0.514,-0.58,-0.336,-0.495,-0.336,-0.231,-0.448,-0.571
A_23_P51966,0.317,0.3,0.085,-0.124,-0.011,0.403,0.421,0.201
MTMR11,-0.34,0.039,-0.182,0.322,0.242,0.046,0.272,0.211
STXBP3,0.022,0.317,0.341,0.296,0.567,0.571,0.272,0.507
NPHS1,0.023,0.053,0.0,0.524,0.12,-0.336,0.75,0.0
ASPM,0.565,0.663,0.716,0.512,0.296,0.455,0.226,0.474
PGM1,0.596,0.28,0.148,0.021,-0.054,0.172,0.073,-0.125
TARBP1,0.383,0.298,0.276,-0.117,0.182,0.499,0.513,0.286
GRHL3,-0.342,-0.562,-0.819,0.081,0.0,-0.504,-0.105,-0.891
INTS7,0.743,0.501,0.691,0.3,0.416,0.589,0.401,0.586
CYB5R1,-0.219,-0.275,-0.4,-0.315,-0.393,-0.438,-0.359,-0.4
PRKAA2,0.738,0.114,1.27,0.766,0.0,0.607,0.436,0.572
MUC16,-0.044,-0.078,1.297,-0.018,0.052,0.633,-0.056,-0.264
PDZK1,-0.068,-1.027,-0.464,-0.951,-0.475,0.422,-0.018,-0.031
ACBD6,-0.276,-0.068,-0.034,-0.076,-0.21,-0.143,-0.2,0.02
TBCE,-0.577,-0.312,-0.32,-0.325,-0.34,-0.403,-0.547,-0.42
NUAK2,0.37,0.652,0.426,0.628,4.109,3.831,3.923,3.96
ZNF124,0.054,0.032,-0.077,-0.089,-0.503,-0.005,-0.4,-0.541
GGPS1,0.303,0.53,0.426,0.459,0.438,0.288,0.387,0.522
MPP7,0.659,0.09,-0.276,-0.524,-0.571,0.0,-0.625,0.661
BAMBI,0.268,0.751,0.83,0.775,4.347,4.359,4.157,4.246
ZNF333,0.359,0.333,0.169,0.19,-0.279,-0.304,-0.004,-0.22
ERLIN1,-0.226,-0.127,0.024,-0.002,-0.112,-0.111,-0.249,-0.02
GDF10,0.0,0.481,0.0,0.0,0.0,0.168,0.0,0.243
ADRB1,0.148,0.0,-0.038,0.0,-0.04,0.0,0.371,-0.544
IFIT1,-1.644,-1.217,-0.534,-0.654,-0.84,-0.735,-0.793,-1.044
KIF11,0.502,0.401,0.548,0.499,0.346,0.616,0.452,0.506
DPCD,0.042,0.143,0.0,0.157,0.001,-0.026,-0.033,0.004
NPM3,-0.229,0.042,0.054,0.016,-0.305,-0.076,-0.105,-0.093
TAF5,0.973,0.645,0.706,0.559,0.289,0.476,0.458,0.227
COL17A1,0.142,-0.449,-0.33,-0.5,1.106,-0.039,0.207,0.218
UNC5B,-0.895,-0.521,0.09,-0.11,0.278,0.253,0.599,0.239
ZNF43,0.842,0.723,0.506,0.296,0.317,0.769,0.027,0.398
SLC18A3,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0
NDST2,0.246,-0.131,-0.22,-0.217,-1.186,-1.108,-0.942,-1.162
DNAJB12,-0.082,-0.023,-0.05,0.351,-0.144,-0.257,-0.082,-0.095
PITRM1,0.75,0.147,0.092,0.224,0.096,0.043,0.205,0.084
ADAMTSL5,0.0,0.0,0.119,-0.499,-0.237,0.0,0.299,-0.375
RTKN2,-0.51,-0.306,-0.348,-0.31,-0.781,-0.547,-1.124,-0.805
NKX2-3,0.0,-0.298,0.09,-0.364,0.0,0.997,0.194,0.0
WNT8B,0.0,0.0,0.0,0.181,0.0,0.406,0.596,0.0
HKDC1,-0.463,-0.15,0.08,0.308,0.116,-0.205,0.306,0.5
CYP2C18,-0.113,0.0,0.157,0.0,-0.043,0.415,0.362,0.163
SLC18A2,0.0,0.0,0.181,0.0,0.0,0.009,0.0,1.094
FAM24B,0.06,0.383,0.298,0.385,0.677,0.818,0.631,0.706
BAG3,0.664,0.203,0.142,-0.102,0.242,0.597,0.314,0.173
CTSD,0.091,-0.171,-0.115,-0.023,-0.021,-0.037,0.083,0.201
NUDT8,0.147,-0.059,-0.129,-0.175,-0.282,-0.182,-0.106,-0.231
OR10H4,-0.138,0.169,0.0,0.358,0.525,0.124,0.187,0.477
RASSF7,-0.096,-0.203,-0.211,-0.292,-1.089,-0.99,-1.05,-0.925
C1QTNF4,0.042,0.017,0.0,-0.254,-0.005,0.211,0.007,-0.097
DDB2,0.003,0.257,0.165,0.115,-0.173,-0.011,-0.032,-0.111
PANX1,-0.184,-0.412,-0.275,-0.209,0.818,0.677,0.835,0.875
COX8A,-0.09,0.013,-0.08,-0.086,-0.272,-0.159,-0.263,-0.261
EHD1,-0.022,-0.33,-0.324,-0.38,0.018,0.061,0.034,0.032
PYGM,-0.371,0.0,-0.376,0.402,0.013,0.0,0.093,0.118
MRPL34,0.244,-0.142,-0.112,-0.201,-0.779,-0.618,-0.639,-0.763
NAALADL1,0.242,0.357,0.065,-0.011,0.0,-0.834,-0.837,-0.173
CATSPER1,-0.627,-0.55,-0.673,-0.493,-0.586,-0.471,-0.45,-0.5
CD248,0.059,-0.076,-0.045,-0.052,0.285,-0.102,-0.013,0.152
FGF19,-0.482,-0.181,0.0,-0.13,0.0,-0.339,0.0,0.883
NAV2,-0.228,-0.265,-0.151,-0.503,0.631,0.603,0.417,0.623
SBNO2,0.078,0.004,-0.112,0.095,0.892,0.604,0.718,0.828
DCPS,-0.422,-0.079,-0.231,-0.32,-0.499,-0.3,-0.528,-0.507
ADAMTS15,0.899,-0.353,0.213,0.495,0.0,0.535,0.614,0.5
MMP7,0.042,0.206,0.339,0.125,1.025,1.22,0.862,0.937
PPP2R1B,-0.438,-0.473,-0.275,-0.619,-0.699,-0.509,-0.722,-0.825
TMPRSS5,-0.207,0.303,-0.096,0.074,-0.343,-0.731,-0.788,-0.717
BACE1,-0.822,-0.575,-0.501,-0.651,-0.212,-0.379,-0.442,-0.218
LYL1,0.344,-0.161,-0.394,-0.074,-1.274,-1.288,-1.183,-1.261
BUD13,-0.267,0.091,0.078,0.181,0.035,0.001,0.157,0.1
A_23_P52846,-0.929,-1.068,-0.835,-1.201,-0.965,-0.625,-1.489,-1.447
OR8G2,0.132,0.0,0.313,0.466,0.0,0.0,0.383,0.0
C11ORF61,0.954,0.457,0.356,0.003,-0.399,0.078,-0.199,-0.494
MPPED2,-0.095,0.0,-0.529,-0.704,0.0,0.0,0.0,-0.278
VPS26B,0.674,0.159,0.253,0.356,-0.161,0.04,0.152,-0.058
OR4C15,-0.053,0.162,0.0,0.511,0.0,0.0,0.158,0.172
SLC43A1,-0.088,-0.228,-0.148,-0.222,-0.395,-0.34,-0.345,-0.342
A_23_P52951,-0.081,0.242,-0.154,-0.019,0.512,-0.169,0.0,0.118
GIF,0.0,0.0,0.0,0.0,0.452,0.0,0.0,0.0
PRPF19,0.06,-0.317,-0.231,-0.473,-0.616,-0.51,-0.487,-0.402
VWCE,-0.931,-0.375,-0.539,-0.237,-0.471,-0.734,-0.569,-0.408
CPS1,0.61,0.32,0.3,0.19,0.12,0.48,0.25,0.32
TFCP2L1,-0.25,0.0,0.0,0.0,-0.718,-0.322,0.23,-0.105
TUT1,-0.924,-0.729,-0.767,-0.374,-1.224,-1.278,-1.119,-1.103
HRASLS5,-0.292,0.075,-0.018,0.026,0.307,0.032,0.077,0.113
LDHC,0.393,0.197,0.467,0.033,0.617,0.121,0.306,0.334
ZNF215,-0.627,-0.345,-0.518,-0.532,-2.472,-2.38,-2.611,-2.36
OSBPL5,-0.257,-0.112,0.048,-0.087,-0.05,-0.244,0.034,0.022
TUB,-1.104,-0.996,-0.789,-0.023,0.418,-0.919,-0.101,0.171
LMO2,-0.72,-0.61,-0.57,-0.58,-0.86,-0.87,-0.96,-1.03
HBG1,-0.01,-0.04,-0.23,0.05,0.04,-0.23,0.27,-0.07
AKIP1,-0.15,-0.17,-0.234,-0.07,-0.587,-0.445,-0.528,-0.543
STIM1,0.759,0.189,0.407,0.157,0.194,0.221,0.434,0.197
FOLR1,0.069,0.338,0.228,0.17,0.158,0.127,-0.173,-0.055
SYTL2,0.73,0.447,0.469,0.095,0.392,0.488,0.313,0.357
DGAT2,-0.237,-1.087,-0.182,-0.125,0.0,-0.643,-0.525,-0.477
PLEKHB1,0.0,-1.165,0.074,-0.025,0.0,0.0,0.282,0.157
EED,-0.139,0.276,0.324,0.261,-0.297,-0.075,-0.405,-0.274
CBL,-1.083,-0.787,-0.672,-1.025,-0.34,-0.207,-0.375,-0.422
DTX3,-0.343,-0.083,-0.334,-0.156,-0.456,-0.667,-0.649,-0.578
ERCC3,0.035,-0.066,-0.023,-0.132,-0.636,-0.655,-0.426,-0.588
AVIL,-1.324,-1.357,-1.3,-1.398,0.167,0.192,-0.13,-0.205
RSRC2,0.02,0.222,0.347,-0.105,1.263,1.242,1.113,1.235
TIMELESS,-0.282,-0.096,-0.092,-0.047,-0.009,-0.062,-0.094,-0.068
CNPY2,-0.627,-0.288,-0.416,-0.3,-0.528,-0.783,-0.549,-0.615
BLOC1S1,0.33,-0.038,0.05,-0.178,-0.387,-0.018,-0.362,-0.401
OGFOD2,0.247,0.265,-0.04,0.126,-0.388,-0.264,-0.263,-0.464
FLJ13224,0.313,-0.656,-0.375,0.036,-0.777,0.328,0.592,0.01
ARNTL2,0.229,0.464,0.303,0.09,1.434,1.584,1.646,1.438
TMEM194A,-0.294,-0.209,-0.155,-0.202,0.029,-0.005,-0.044,0.263
XRCC6BP1,0.062,0.241,0.071,0.098,-0.177,0.093,-0.21,-0.12
RND1,0.257,0.089,0.089,0.277,1.891,1.887,1.842,1.954
TMEM177,0.06,0.094,-0.034,0.14,-2.573,-2.158,-2.023,-2.245
PTPRB,0.516,0.175,0.37,0.031,0.244,0.29,0.356,0.238
SP1,0.287,0.049,0.197,0.113,0.404,0.44,0.316,0.428
PPP1R1A,0.28,-0.417,-0.033,-0.262,0.214,0.392,0.414,0.0
LRP1B,-0.602,0.738,-0.432,0.0,0.925,0.927,0.464,-0.074
SDSL,0.163,-0.036,-0.091,-0.201,-0.062,0.061,-0.017,-0.14
KRT82,0.0,0.0,0.0,0.0,-0.126,0.891,0.096,0.0
CORO1C,-0.076,-0.23,-0.386,-0.164,0.245,0.214,0.243,0.284
IKBIP,0.111,0.286,0.225,0.142,0.115,0.099,-0.114,0.178
LDHB,0.143,0.213,0.351,0.085,-0.041,0.147,0.119,-0.023
MTERFD3,-0.321,-0.235,-0.203,-0.135,-0.625,-0.649,-0.797,-0.732
CHD4,0.605,-0.015,-0.04,0.024,0.344,0.187,0.631,0.397
TPI1,-0.064,-0.132,-0.088,-0.098,-0.241,-0.276,-0.246,-0.254
LTBR,0.135,-0.398,-0.34,-0.169,-0.305,-0.585,-0.447,-0.391
CCDC53,-0.433,-0.086,-0.115,0.052,-0.215,-0.227,-0.199,-0.263
WNT5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139
TRAF3IP1,0.171,-0.162,-0.141,0.225,-0.175,-0.214,-0.207,-0.281
ATP2A2,1.587,0.548,0.437,0.348,0.816,0.632,0.885,1.062
BRAP,0.0,0.041,0.006,-0.048,0.106,0.311,0.273,0.091
P2RX4,0.076,-0.121,-0.073,0.144,0.557,0.526,0.49,0.461
RNF10,0.196,-0.003,-0.106,-0.094,-0.089,-0.123,0.295,0.162
ANO6,-0.065,-0.377,-0.347,-0.362,-0.16,0.093,0.068,0.021
NAP1L1,-0.17,-0.028,0.028,0.087,0.198,0.089,0.042,0.115
PAWR,0.532,0.426,0.281,0.419,0.715,0.706,0.727,0.76
NFYB,-0.081,0.306,0.368,0.19,0.103,0.035,-0.18,0.1
KCNA6,0.145,0.0,0.0,0.0,0.0,0.0,0.0,-0.055
RPRM,0.07,0.355,0.001,0.468,0.752,1.107,0.0,0.385
CLSTN3,-0.151,-0.153,-0.419,-0.164,0.199,-0.138,-0.077,-0.278
FBXO21,0.074,0.035,0.069,0.05,-0.338,-0.423,-0.236,-0.195
KIAA0226L,0.0,0.0,0.0,-0.222,0.0,0.005,0.057,0.136
MTIF3,-0.254,-0.04,-0.002,-0.025,-0.568,-0.64,-0.571,-0.512
GJA3,0.0,0.417,0.149,0.056,0.0,0.0,0.0,0.054
ZIC5,-0.056,0.675,0.0,0.096,0.0,0.0,-0.004,0.0
IRS2,-0.29,-0.003,0.055,-0.47,-0.163,0.326,0.017,0.12
N4BP2L2,0.389,0.784,0.605,0.652,0.24,0.084,0.11,0.1
COG6,0.567,0.529,0.546,0.223,0.037,0.415,0.126,0.008
MAB21L1,0.0,0.0,0.262,-0.224,0.0,0.0,-0.063,-0.193
DPY30,-0.114,0.003,0.133,-0.08,-0.374,-0.262,-0.284,-0.362
KLF5,-0.885,-0.582,-0.537,-0.64,2.207,2.014,1.85,2.178
TP53I3,-0.058,-0.152,-0.246,-0.248,-0.39,-0.398,-0.519,-0.383
COX16,-0.285,-0.084,-0.129,-0.034,-0.465,-0.649,-0.356,-0.35
IFI27L1,-0.393,0.072,-0.242,-0.095,-0.212,-0.085,-0.216,-0.246
SNX6,-0.15,0.105,0.032,0.244,0.056,-0.169,-0.051,0.195
HECTD1,-0.544,-0.311,-0.197,-0.336,-0.3,-0.421,-0.576,-0.24
THTPA,-0.073,-0.237,-0.344,-0.418,-0.876,-0.725,-0.675,-0.825
UBR3,0.508,0.118,-0.018,-0.211,-0.245,0.01,-0.221,-0.164
AJUBA,0.457,0.388,0.41,0.12,-0.406,0.114,-0.028,-0.114
METTL3,0.49,0.249,0.237,0.308,0.267,0.125,0.137,0.238
OSGEP,-0.564,-0.256,-0.333,-0.45,-0.349,-0.213,-0.411,-0.358
ESR2,0.06,-0.1,0.04,-0.17,-0.15,-0.16,-0.03,-0.04
DAAM1,0.241,0.367,0.259,0.237,0.577,0.641,0.704,0.595
BMP4,-0.103,-0.323,-0.277,-0.33,-1.89,-1.926,-1.919,-1.987
NIN,0.075,-0.046,-0.281,-0.179,0.036,0.165,0.086,0.11
NIF3L1,-0.049,0.002,-0.127,-0.253,-1.403,-1.083,-1.393,-1.607
MED6,-0.449,-0.088,-0.035,0.139,-0.072,-0.078,-0.247,-0.138
ZNF410,0.161,-0.028,-0.073,0.043,-0.018,0.064,0.205,0.048
C14ORF118,0.808,1.025,1.079,1.082,1.274,1.277,1.297,1.49
TSHR,0.0,0.0,0.0,0.766,0.0,0.0,0.054,-0.127
LOC100506124,0.447,0.472,0.216,0.226,0.613,0.985,0.558,0.41
RABGGTA,0.383,0.149,0.08,0.231,0.138,-0.012,0.11,0.259
ZC3H14,0.161,-0.06,0.116,0.094,-0.099,-0.231,-0.094,-0.104
GPR68,0.169,0.177,0.201,-0.047,-0.384,0.842,0.146,0.135
SCG3,-0.379,-0.686,0.054,0.0,0.0,-0.244,0.605,0.026
EID1,-0.154,-0.185,-0.292,-0.034,-0.632,-0.68,-0.715,-0.761
DUOX1,0.0,0.0,0.0,0.0,0.352,0.0,0.762,0.661
EIF3J,-0.23,-0.233,-0.143,-0.304,-0.501,-0.39,-0.654,-0.386
CD276,-0.416,-0.341,-0.409,-0.213,-0.013,-0.342,-0.05,-0.053
MEGF11,0.0,0.0,0.0,0.871,0.0,0.0,0.421,0.0
KRTCAP3,-0.301,0.111,0.223,-0.243,0.651,0.971,0.547,0.416
LDHAL6B,0.0,0.0,0.0,0.161,0.0,0.0,0.0,0.0
RAB27A,-0.417,-0.228,-0.104,-0.045,0.612,0.669,0.598,0.703
STOML1,-0.887,-0.801,-0.785,-0.763,-1.384,-1.368,-1.366,-1.322
NARG2,0.368,0.465,0.418,0.46,0.089,0.13,0.024,0.138
ABCB6,-0.794,-0.514,-0.509,-0.427,-0.451,-0.659,-0.548,-0.517
DEXI,0.506,0.103,0.218,0.093,-0.023,0.023,0.214,0.182
C15ORF5,-1.599,-1.576,-1.183,-1.524,-1.218,-1.038,-2.097,-1.823
SPRED1,0.821,-0.063,-0.116,-0.151,-0.043,-0.011,0.06,0.102
ISL2,-0.114,0.0,-1.117,0.0,-0.166,-0.255,-0.275,0.0
NOP10,-0.073,-0.018,0.043,-0.1,-0.271,-0.177,-0.233,-0.306
ACSBG1,-0.698,-0.415,-0.186,0.54,-0.251,0.0,-0.018,-0.032
TYRO3,0.365,0.09,0.277,0.065,0.059,0.063,0.136,0.11
EIF2AK4,1.09,0.83,0.611,0.115,0.346,0.766,0.612,0.321
MKL2,-0.66,-0.505,-0.338,-0.316,-1.476,-1.639,-1.899,-1.567
ZFPM1,-0.288,-0.177,-0.163,0.108,-0.279,-0.511,-0.038,-0.187
KIFC3,-0.1,-0.538,-0.449,-0.283,0.168,-0.11,0.253,0.23
RSL1D1,0.563,0.164,-0.06,-0.107,-0.156,0.064,0.183,-0.102
FEV,0.022,0.0,-0.639,0.387,0.0,0.068,0.641,-0.32
RSL1D1,0.687,0.212,0.132,0.048,0.135,0.294,0.381,0.073
DNAAF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458
KIF22,0.36,0.007,0.201,0.215,-0.014,-0.216,0.158,0.017
CIRH1A,0.184,-0.034,-0.039,-0.121,-0.448,-0.458,-0.527,-0.413
ATP6V0D1,0.319,-0.251,-0.061,-0.264,-0.328,-0.244,-0.114,-0.273
RQCD1,-0.962,-0.765,-0.767,-0.515,-0.957,-1.063,-0.772,-0.977
TRADD,0.033,-0.036,-0.047,-0.092,-0.373,-0.285,-0.247,-0.362
TOX3,0.0,0.0,-0.12,0.0,0.0,0.0,0.036,0.0
A_23_P54692,0.472,0.469,0.35,-0.316,0.005,0.0,0.111,0.33
RAB26,-0.089,0.073,0.245,0.217,0.394,0.191,0.01,0.079
C4ORF46,0.385,0.101,0.399,0.162,0.116,0.141,0.178,0.224
FAM173A,-0.288,-0.482,-0.337,-0.176,-0.53,-0.467,-0.588,-0.522
GNG13,-0.018,0.036,-0.122,0.291,0.106,-0.137,-0.005,-0.212
GDE1,0.36,0.018,0.093,-0.119,-0.135,0.412,0.13,-0.183
APOBR,-0.28,-0.162,-0.028,0.0,0.0,0.254,-0.179,0.673
RBBP6,0.699,0.343,0.393,0.236,0.665,0.722,0.434,0.261
A_23_P5479,-0.169,-0.161,-0.07,0.13,-0.081,-0.16,0.001,0.096
CLDN9,0.293,-0.269,0.173,0.231,0.0,0.0,0.479,0.618
DCAF17,-0.368,0.0,-0.062,0.003,-0.089,-0.197,-0.177,0.027
ATP6V0C,-0.257,-0.24,-0.15,-0.264,-0.338,-0.263,-0.421,-0.244
NIP7,-0.382,-0.217,-0.166,-0.034,-0.652,-0.657,-0.774,-0.609
MT1A,0.335,0.028,0.174,0.023,-0.069,0.341,-0.019,0.135
HERPUD1,0.696,1.11,1.08,1.084,3.819,3.73,3.764,4.009
ADAM6,0.0,0.0,0.016,0.0,0.0,0.0,-0.192,0.0
ITGAL,-0.174,0.339,0.115,0.199,0.16,0.672,0.745,-0.483
C16ORF58,0.299,0.28,0.062,0.24,0.127,-0.044,-0.007,0.058
UBN1,-0.056,-0.176,-0.092,-0.229,-0.389,-0.618,-0.342,-0.302
LDHD,-0.336,-0.192,-0.467,-0.336,-0.573,-0.407,-0.318,-0.169
LYRM1,0.17,0.256,0.335,0.304,0.368,0.369,0.32,0.37
SAP30BP,-0.273,-0.303,-0.254,-0.071,-0.01,-0.024,-0.198,-0.009
MRPL38,-0.379,-0.129,-0.16,-0.094,-0.268,-0.268,-0.255,-0.046
MRPL38,0.149,-0.174,-0.16,0.06,-0.125,-0.376,-0.091,-0.115
ST6GALNAC1,0.166,0.744,-0.307,-0.038,0.039,0.463,0.445,-0.353
A_23_P54983,0.0,0.913,-0.138,0.835,0.598,0.386,0.27,0.469
DYNLL2,-0.135,-0.082,-0.035,0.015,-0.372,-0.345,-0.401,-0.394
TEX14,0.0,0.268,0.474,-0.119,0.942,1.192,0.779,0.0
ARNT,0.0,0.26,0.199,0.054,-0.327,-0.015,0.095,-0.095
SLC38A10,-0.057,-0.017,0.005,0.11,-0.121,-0.185,-0.127,-0.175
CD300LF,0.0,0.0,0.0,0.513,0.0,0.0,-0.038,0.346
SLC25A19,-0.139,0.036,-0.009,0.327,-0.343,-0.369,-0.376,-0.223
WRAP53,-0.072,-0.347,-0.163,-0.208,-0.548,-0.58,-0.27,-0.385
NOL11,0.102,-0.003,0.107,-0.029,-0.269,-0.159,-0.313,-0.222
INPP5K,-0.46,-0.237,-0.273,-0.125,-0.149,-0.33,-0.187,-0.33
FTSJ3,0.351,-0.03,-0.01,0.02,-0.661,-0.652,-0.644,-0.602
PRKCA,0.59,0.24,0.29,0.11,0.21,0.33,0.42,0.37
ULK2,-0.262,0.075,-0.025,0.139,-0.257,-0.354,-0.62,-0.303
A_23_P5512,0.852,1.297,0.759,1.662,0.35,0.816,1.105,0.661
COX10,0.749,0.285,0.246,0.258,0.038,0.21,0.192,0.28
C17ORF48,0.121,0.364,0.268,0.385,0.279,0.341,0.143,0.361
RANGRF,0.191,-0.059,0.04,0.09,-0.172,0.01,-0.166,-0.11
AP2B1,0.936,0.426,0.443,0.011,0.238,0.296,0.521,0.267
G6PC3,0.578,-0.243,-0.187,-0.007,-0.347,-0.347,-0.209,-0.329
ARL4D,-0.128,0.241,0.252,0.326,-0.498,-0.529,-0.555,-0.569
EFTUD2,-0.363,-0.367,-0.234,-0.267,-0.631,-0.653,-0.345,-0.5
CNTD1,0.0,-0.187,0.0,0.0,0.0,0.0,0.0,0.231
PPP1R9B,-0.554,-0.27,-0.336,-0.525,-0.45,-0.726,-0.905,-0.719
ITGA3,0.444,-0.187,-0.077,-0.094,-0.065,-0.086,0.209,-0.061
ZNF652,0.011,0.243,0.217,0.423,-0.551,-0.228,-0.621,-0.614
CCL18,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0.0
HOXB7,-0.446,-0.748,-0.553,-0.925,-1.175,-0.936,-0.979,-1.09
OMG,0.0,0.0,0.4,0.0,0.0,0.0,0.472,0.726
TARS2,0.385,0.051,0.152,0.113,-0.671,-0.631,-0.532,-0.567
FLOT2,0.202,-0.227,-0.026,0.104,-0.043,-0.337,-0.12,-0.107
DVL2,0.377,-0.177,-0.174,-0.285,-0.892,-0.845,-0.696,-0.861
VMO1,-0.683,-0.542,-0.143,-0.595,-0.478,-0.363,-0.481,-0.286
SLC9A2,0.221,0.777,0.016,0.814,0.608,0.566,0.791,0.181
ALOX15,0.0,0.0,0.0,-0.009,0.0,0.0,0.0,0.0
KIAA1267,-0.386,-0.251,-0.303,-0.313,0.047,0.265,0.14,0.164
KLHL11,0.655,0.597,0.031,0.259,0.924,1.254,0.907,1.044
KRT36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBX8,0.878,0.653,0.416,0.439,-0.126,0.016,0.036,0.235
TIMM22,0.036,-0.127,-0.271,-0.224,-0.87,-0.885,-0.904,-0.927
ADORA2B,0.331,0.335,0.407,0.386,0.158,0.271,0.17,0.155
PUM2,0.469,0.141,0.231,0.131,0.563,0.551,0.64,0.684
OR3A2,0.0,0.0,0.0,0.0,0.0,0.32,-0.03,0.011
NCL,0.213,0.226,0.326,0.197,-0.034,0.166,0.288,0.091
RNMT,0.249,0.405,0.23,0.211,0.395,0.545,0.319,0.366
SMAD7,1.484,1.217,0.943,1.008,0.755,1.027,0.752,0.923
CCBE1,0.666,0.062,0.236,0.178,-0.056,0.256,0.625,0.263
CHMP1B,-0.027,-0.108,0.154,-0.008,1.459,1.475,1.472,1.426
ZCCHC2,0.849,1.074,0.207,0.603,-0.329,-0.073,-0.082,-0.499
CLUL1,0.0,0.0,0.0,0.321,-0.401,-0.179,0.171,-0.094
RIOK3,0.489,0.183,0.267,-0.197,0.508,0.856,0.535,0.423
RIOK3,-0.139,-0.072,-0.145,-0.058,0.509,0.562,0.483,0.625
CDH20,0.0,-0.431,0.113,-0.262,0.0,0.0,0.0,0.0
ZNF236,-0.279,-0.032,-0.029,-0.208,-0.536,-0.599,-0.751,-0.487
ZNF516,0.107,0.506,0.324,0.536,1.332,1.142,1.132,1.223
SLC14A1,0.178,0.0,0.0,0.312,-0.897,-0.173,0.314,1.017
SERPINB3,-0.033,-0.028,0.044,0.073,-0.055,0.01,0.455,0.715
RPRD1A,0.345,0.144,0.192,0.017,0.118,0.283,0.073,0.318
FPR2,0.147,0.584,0.263,0.233,1.054,0.806,0.952,0.565
ZNF702P,-0.628,-0.224,-0.323,-0.279,-1.07,-1.03,-1.269,-1.269
SFT2D3,-0.057,0.014,-0.336,-0.041,-1.151,-1.097,-1.085,-1.118
ZSCAN18,0.068,0.303,0.113,0.09,-0.471,-0.221,-0.493,-0.478
ZNF416,-0.144,-0.108,-0.159,0.001,-0.082,-0.08,0.051,0.127
RELB,0.16,0.579,0.641,0.533,2.759,2.56,2.665,2.731
BCAM,-0.022,-0.142,-0.16,0.044,-0.338,-0.607,-0.241,-0.279
CIC,0.378,-0.223,-0.272,-0.41,-0.221,-0.155,-0.013,-0.161
CEACAM1,0.155,0.0,-0.352,-0.238,-0.012,0.096,-0.231,-0.089
COL5A3,0.0,0.0,0.0,0.0,0.0,-0.143,0.0,0.0
CYP2A13,0.45,0.709,0.505,-0.176,0.101,0.75,0.564,0.336
AP1M1,0.512,0.035,0.039,0.065,-0.367,-0.571,-0.352,-0.436
CCL25,0.447,0.513,0.737,0.034,1.065,0.0,0.0,0.832
LOC147804,-0.118,-0.145,-0.014,0.056,0.186,0.104,-0.135,0.191
MPHOSPH10,0.003,-0.101,-0.064,0.074,-0.151,0.021,-0.092,-0.201
CC2D1A,-0.399,-0.37,-0.356,-0.292,-0.386,-0.511,-0.366,-0.358
ZNF564,0.433,0.191,-0.073,-0.368,-0.952,-0.451,-0.542,-0.899
KANK2,0.287,-0.073,-0.266,0.249,-0.335,-0.522,-0.877,-0.754
ZNF440,0.576,0.643,0.489,0.113,0.349,0.788,0.526,0.446
SYT3,0.01,-0.176,-0.064,-0.248,0.096,-0.032,-0.033,-0.095
NR1H2,0.553,0.32,0.074,0.255,0.261,0.226,0.435,0.292
FCGRT,-0.339,-0.195,-0.164,0.045,-0.02,-0.329,-0.078,-0.016
PRR12,0.099,0.146,0.155,-0.14,-1.145,-0.846,-1.065,-1.041
TULP2,0.276,-0.072,0.208,0.365,0.0,0.109,-0.172,0.0
NAPA,0.697,-0.317,-0.215,-0.3,-0.406,-0.333,-0.076,-0.235
SLC1A5,0.429,-0.052,-0.122,0.25,0.108,0.09,0.227,0.224
DOK1,-0.373,-0.308,-0.29,-0.23,-1.603,-1.512,-1.374,-1.516
DMWD,0.087,-0.027,0.035,-0.001,-0.045,-0.038,-0.099,-0.026
TNNT1,-0.275,0.0,-0.289,-0.222,-0.154,-0.244,-0.182,0.231
A_23_P56062,0.0,0.0,-0.19,0.001,0.0,0.119,0.0,-0.099
LSM14A,0.328,0.213,0.276,0.14,0.325,0.329,0.347,0.439
TMIGD2,0.067,0.036,-0.208,0.007,0.0,-0.211,0.078,0.077
DOK1,-0.298,-0.302,-0.459,-0.014,-1.069,-1.137,-1.142,-1.418
RIF1,0.076,-0.183,-0.248,-0.248,-0.029,-0.046,0.041,0.007
SMG9,0.132,-0.001,-0.081,0.031,-0.015,0.055,0.084,0.013
CSNK1G2,0.107,-0.282,-0.218,-0.104,0.093,0.018,0.159,0.077
RAX2,0.658,-0.408,0.199,-0.766,0.254,0.0,-0.31,0.0
RAX2,-0.187,-0.308,-0.401,-0.246,-0.337,-0.327,-0.46,-0.481
RIF1,0.44,-0.132,-0.198,-0.353,-0.001,0.222,0.495,0.179
PTPRS,0.175,0.102,0.118,0.263,0.443,0.242,0.201,0.458
MED16,0.081,-0.244,-0.143,0.012,-0.515,-0.484,-0.188,-0.169
UBA52,0.27,0.238,0.223,0.154,0.061,0.243,-0.007,0.086
