Name,GSM984510,GSM984511,GSM984512,GSM984513,GSM984514,GSM984515,GSM984516,GSM984517
EDARADD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FAM32A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TUBB4A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRIP10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ARHGEF18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OSCAR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OSCAR,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
ZNF331,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
NAT14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DCAF15,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF791,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
KANK2,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
POLD1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
POLD1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ALDH16A1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BCL2L12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FTL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FTL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PLA2G4C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF541,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DMPK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KIR2DL2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP1R12C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KCNK6,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
FLJ21369,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
LRG1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CADM4,,0.324,,,-0.026,-0.432,0.16,-0.171
LOC390940,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0
IZUMO4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PSG1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
CYP4F2,,,,,,0.304,,
C19ORF50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF181,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
FAM108A1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRTC1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
LRFN3,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
CLIP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OR10H2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MRPS12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TTYH1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TTYH1,-0.462,,,0.452,,,,
ZNF714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MBD3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ABHD8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NDUFB7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LANCL1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ATP5D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MKI67IP,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
ITGAV,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SERPINE2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FUT6,,0.412,-0.075,0.171,0.243,0.379,-0.669,0.228
C1QL2,,,0.255,-0.438,-0.439,,0.586,-0.261
RAB3GAP1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RAMP1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
NCK2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HECW2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HECW2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
CENPO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SULT1C2,,,-0.082,-0.378,0.155,,0.175,-0.794
NDUFB3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PSG4,-0.142,,,,,,,
INHA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF142,-0.083,0.175,,0.146,0.196,-0.198,-0.257,0.02
COX5B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SPC25,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
CRIM1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ETAA1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IL1RL1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RHOB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WDR18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRKCZ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MYOM3,-0.083,0.594,-0.863,0.322,0.003,,0.761,
MYOM3,,,,-0.217,,0.189,,0.524
CLCA1,,,,,,,,0.621
RUNX3,-0.038,,0.566,,-0.182,,0.505,0.338
LRRC42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PARS2,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
ISYNA1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LELP1,-0.266,,0.127,,,-0.236,0.23,0.72
CCDC76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DNAJB4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KIAA2013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KIAA2013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TXLNA,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NKAIN1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CDC42BPA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ENAH,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SMYD3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INSL5,,-0.432,,-0.487,-1.097,-0.824,-0.213,-1.109
GBP3,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
PRELP,-0.038,-0.072,0.343,,0.201,0.364,0.046,
DUSP12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RGS5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XCL2,,,,,,1.217,0.72,0.964
GPA33,0.403,-0.06,-0.899,-0.55,-0.232,-0.622,,-0.385
MGST3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TNNI1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TSNAX,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HSD3B2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RGS7,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PPCS,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
ATP13A1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SZT2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PLK3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MUTYH,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MEF2D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RHBG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ARHGEF2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CELA2B,0.193,0.306,0.143,0.191,-0.234,0.686,,-0.116
PABPC4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
GJC2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PROK1,,-0.244,-0.872,0.13,,,-0.365,
RAP1A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OR6K2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CD1C,0.522,0.186,,0.557,,-0.321,0.27,-0.308
TRNAU1AP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AMPD1,,,,,0.043,,0.782,0.644
CCDC18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VTCN1,0.328,,-0.293,,,,,0.227
ZDHHC18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DUSP10,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
PUSL1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFDN2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEC16B,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PTAFR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TNFRSF9,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
IL24,0.271,-0.441,-0.484,,0.29,-0.52,-0.783,
NBL1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MTMR11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
STXBP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NPHS1,0.023,0.053,,0.524,0.12,-0.336,0.75,
ASPM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PGM1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TARBP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GRHL3,-0.342,-0.562,-0.819,0.081,,-0.504,-0.105,-0.891
INTS7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CYB5R1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRKAA2,0.738,0.114,1.27,0.766,,0.607,0.436,0.572
MUC16,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
PDZK1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
ACBD6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TBCE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NUAK2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
ZNF124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GGPS1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MPP7,0.659,0.09,-0.276,-0.524,-0.571,,-0.625,0.661
BAMBI,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
ZNF333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ERLIN1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GDF10,,0.481,,,,0.168,,0.243
ADRB1,0.148,,-0.038,,-0.04,,0.371,-0.544
IFIT1,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
KIF11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DPCD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NPM3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TAF5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COL17A1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
UNC5B,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
ZNF43,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SLC18A3,,,0.89,,,,,
NDST2,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
DNAJB12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PITRM1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ADAMTSL5,,,0.119,-0.499,-0.237,,0.299,-0.375
RTKN2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NKX2-3,,-0.298,0.09,-0.364,,0.997,0.194,
WNT8B,,,,0.181,,0.406,0.596,
HKDC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
CYP2C18,-0.113,,0.157,,-0.043,0.415,0.362,0.163
SLC18A2,,,0.181,,,0.009,,1.094
FAM24B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BAG3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CTSD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NUDT8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OR10H4,-0.138,0.169,,0.358,0.525,0.124,0.187,0.477
RASSF7,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C1QTNF4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DDB2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PANX1,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
COX8A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EHD1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PYGM,-0.371,,-0.376,0.402,0.013,,0.093,0.118
MRPL34,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NAALADL1,0.242,0.357,0.065,-0.011,,-0.834,-0.837,-0.173
CATSPER1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CD248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FGF19,-0.482,-0.181,,-0.13,,-0.339,,0.883
NAV2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SBNO2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
DCPS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ADAMTS15,0.899,-0.353,0.213,0.495,,0.535,0.614,0.5
MMP7,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
PPP2R1B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TMPRSS5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
BACE1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LYL1,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
BUD13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OR8G2,0.132,,0.313,0.466,,,0.383,
C11ORF61,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MPPED2,-0.095,,-0.529,-0.704,,,,-0.278
VPS26B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OR4C15,-0.053,0.162,,0.511,,,0.158,0.172
SLC43A1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GIF,,,,,0.452,,,
PRPF19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VWCE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CPS1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TFCP2L1,-0.25,,,,-0.718,-0.322,0.23,-0.105
TUT1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
HRASLS5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LDHC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF215,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
OSBPL5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TUB,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
LMO2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HBG1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AKIP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
STIM1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FOLR1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SYTL2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DGAT2,-0.237,-1.087,-0.182,-0.125,,-0.643,-0.525,-0.477
PLEKHB1,,-1.165,0.074,-0.025,,,0.282,0.157
EED,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CBL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DTX3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ERCC3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AVIL,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
RSRC2,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0
TIMELESS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CNPY2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BLOC1S1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OGFOD2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FLJ13224,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
ARNTL2,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0
TMEM194A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XRCC6BP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RND1,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
TMEM177,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
PTPRB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP1R1A,0.28,-0.417,-0.033,-0.262,0.214,0.392,0.414,
LRP1B,-0.602,0.738,-0.432,,0.925,0.927,0.464,-0.074
SDSL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KRT82,,,,,-0.126,0.891,0.096,
CORO1C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IKBIP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LDHB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MTERFD3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHD4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TPI1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LTBR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCDC53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WNT5B,,,,,,,,0.139
TRAF3IP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ATP2A2,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
BRAP,,0.041,0.006,-0.048,0.106,0.311,0.273,0.091
P2RX4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RNF10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ANO6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NAP1L1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PAWR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NFYB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KCNA6,0.145,,,,,,,-0.055
RPRM,0.07,0.355,0.001,0.468,0.752,1.107,,0.385
CLSTN3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FBXO21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KIAA0226L,,,,-0.222,,0.005,0.057,0.136
MTIF3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GJA3,,0.417,0.149,0.056,,,,0.054
ZIC5,-0.056,0.675,,0.096,,,-0.004,
IRS2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N4BP2L2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COG6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MAB21L1,,,0.262,-0.224,,,-0.063,-0.193
DPY30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KLF5,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
TP53I3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COX16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IFI27L1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SNX6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HECTD1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
THTPA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
UBR3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AJUBA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
METTL3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OSGEP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ESR2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DAAM1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BMP4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
NIN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NIF3L1,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0
MED6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF410,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C14ORF118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TSHR,,,,0.766,,,0.054,-0.127
LOC100506124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RABGGTA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZC3H14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GPR68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SCG3,-0.379,-0.686,0.054,,,-0.244,0.605,0.026
EID1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DUOX1,,,,,0.352,,0.762,0.661
EIF3J,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CD276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MEGF11,,,,0.871,,,0.421,
KRTCAP3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
LDHAL6B,,,,0.161,,,,
RAB27A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
STOML1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NARG2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ABCB6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DEXI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C15ORF5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
SPRED1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ISL2,-0.114,,-1.117,,-0.166,-0.255,-0.275,
NOP10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ACSBG1,-0.698,-0.415,-0.186,0.54,-0.251,,-0.018,-0.032
TYRO3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EIF2AK4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MKL2,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
ZFPM1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KIFC3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RSL1D1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FEV,0.022,,-0.639,0.387,,0.068,0.641,-0.32
RSL1D1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DNAAF1,,,,,,,,0.458
KIF22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CIRH1A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ATP6V0D1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RQCD1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRADD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TOX3,,,-0.12,,,,0.036,
RAB26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C4ORF46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FAM173A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GNG13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GDE1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
APOBR,-0.28,-0.162,-0.028,,,0.254,-0.179,0.673
RBBP6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CLDN9,0.293,-0.269,0.173,0.231,,,0.479,0.618
DCAF17,-0.368,,-0.062,0.003,-0.089,-0.197,-0.177,0.027
ATP6V0C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NIP7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MT1A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HERPUD1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
ADAM6,,,0.016,,,,-0.192,
ITGAL,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
C16ORF58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
UBN1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LDHD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LYRM1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SAP30BP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MRPL38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MRPL38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ST6GALNAC1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
DYNLL2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TEX14,,0.268,0.474,-0.119,0.942,1.192,0.779,
ARNT,,0.26,0.199,0.054,-0.327,-0.015,0.095,-0.095
SLC38A10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CD300LF,,,,0.513,,,-0.038,0.346
SLC25A19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WRAP53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NOL11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INPP5K,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FTSJ3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRKCA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ULK2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COX10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C17ORF48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RANGRF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AP2B1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
G6PC3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ARL4D,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
EFTUD2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CNTD1,,-0.187,,,,,,0.231
PPP1R9B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ITGA3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF652,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
CCL18,,,,,,,0.148,
HOXB7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OMG,,,0.4,,,,0.472,0.726
TARS2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FLOT2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
